id,clothtype,type,price,pricerate,weight,quality,level,material,occupation,condition1,condition2,stat1,stat2,defense,magicresistence,atkdistmvsped,attackpower,attackspeed,itemgrade
68,1,113,1200,0,0,37,3,0,0|0|0,0|0,0|0,14|9,0|0,0,0,0,0,0,0
69,1,113,1350,0,0,38,3,0,0|0|0,0|0,0|0,14|10,0|0,0,0,0,0,0,0
70,1,113,1350,0,0,39,4,0,0|0|0,0|0,0|0,14|10,0|0,0,0,0,0,0,0
71,1,113,1500,0,0,40,4,0,0|0|0,0|0,0|0,14|11,0|0,0,0,0,0,0,0
72,1,113,1650,0,0,41,4,0,0|0|0,0|0,0|0,14|12,0|0,0,0,0,0,0,0
73,1,113,1700,10,1,42,4,78,0|0|0,0|0,0|0,14|12,0|0,0,0,0,0,0,0
74,1,113,1800,0,0,43,5,0,0|0|0,0|0,0|0,14|13,0|0,0,0,0,0,0,0
75,1,113,1850,0,0,44,5,0,0|0|0,0|0,0|0,14|13,0|0,0,0,0,0,0,0
76,1,113,2000,0,0,45,5,0,0|0|0,0|0,0|0,14|14,0|0,0,0,0,0,0,0
77,1,113,2150,0,0,46,6,0,0|0|0,0|0,0|0,14|15,0|0,0,0,0,0,0,0
78,1,113,2200,0,0,47,6,0,0|0|0,0|0,0|0,14|15,0|0,0,0,0,0,0,0
79,1,113,2400,0,0,48,6,0,0|0|0,0|0,0|0,14|16,0|0,0,0,0,0,0,0
80,1,113,2450,0,0,49,7,0,0|0|0,0|0,0|0,14|16,0|0,0,0,0,0,0,0
81,1,113,2600,0,0,50,7,0,0|0|0,0|0,0|0,14|17,0|0,0,0,0,0,0,0
82,1,113,2800,0,0,51,7,0,0|0|0,0|0,0|0,14|18,0|0,0,0,0,0,0,0
83,1,113,2850,0,0,52,8,0,0|0|0,0|0,0|0,14|18,0|0,0,0,0,0,0,0
84,1,113,3000,0,0,53,8,0,0|0|0,0|0,0|0,14|19,0|0,0,0,0,0,0,0
85,1,113,3050,0,0,54,8,0,0|0|0,0|0,0|0,14|19,0|0,0,0,0,0,0,0
86,1,113,3250,0,0,55,9,0,0|0|0,0|0,0|0,14|20,0|0,0,0,0,0,0,0
87,1,113,3450,0,0,56,9,0,0|0|0,0|0,0|0,14|21,0|0,0,0,0,0,0,0
88,1,113,3500,0,0,57,10,0,0|0|0,0|0,0|0,14|21,0|0,0,0,0,0,0,0
89,1,113,3750,0,0,58,10,0,0|0|0,0|0,0|0,14|22,0|0,0,0,0,0,0,0
90,1,113,3800,0,0,59,10,0,0|0|0,0|0,0|0,14|22,0|0,0,0,0,0,0,0
91,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
92,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
93,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
94,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
95,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
96,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
97,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
98,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
99,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
100,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
101,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
102,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
103,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
104,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
105,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
106,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
107,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
108,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
109,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
110,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
111,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
112,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
113,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
114,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
115,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
116,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
117,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
118,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
119,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
120,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
121,1,111,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
122,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
123,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
124,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
125,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
126,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
127,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
128,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
129,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
130,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
131,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
132,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
133,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
134,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
135,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
136,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
137,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
138,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
139,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
140,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
151,1,111,1000,1,2,20,0,0,0|0|0,0|0,0|0,10|7,0|0,0,0,0,0,0,0
152,1,111,1000,1,2,21,0,0,0|0|0,0|0,0|0,11|7,0|0,0,0,0,0,0,0
153,1,111,1000,1,2,22,0,0,0|0|0,0|0,0|0,12|7,0|0,0,0,0,0,0,0
154,1,111,1000,1,2,23,0,0,0|0|0,0|0,0|0,13|7,0|0,0,0,0,0,0,0
155,1,111,1000,1,2,24,0,0,0|0|0,0|0,0|0,15|7,0|0,0,0,0,0,0,0
156,1,111,1000,1,2,24,0,0,0|0|0,0|0,0|0,15|7,0|0,0,0,0,0,0,0
157,1,111,350,1,2,20,0,0,0|0|0,0|0,0|0,15|7,0|0,0,0,0,0,0,0
161,1,112,1000,1,3,25,0,0,0|0|0,0|0,0|0,18|10,0|0,0,0,0,0,0,0
162,1,112,1000,1,3,26,0,0,0|0|0,0|0,0|0,19|10,0|0,0,0,0,0,0,0
163,1,112,1000,1,3,27,0,0,0|0|0,0|0,0|0,20|10,0|0,0,0,0,0,0,0
164,1,112,1000,1,3,28,0,0,0|0|0,0|0,0|0,21|10,0|0,0,0,0,0,0,0
165,1,112,1000,1,3,29,0,0,0|0|0,0|0,0|0,22|10,0|0,0,0,0,0,0,0
166,1,112,1000,1,3,29,0,0,0|0|0,0|0,0|0,20|10,0|0,0,0,0,0,0,0
167,1,112,1000,1,3,100,0,0,0|0|0,0|0,0|0,11|15,23|20,0,0,0,0,0,0
171,1,113,1000,1,1,22,0,0,0|0|0,0|0,0|0,23|40,0|0,0,0,0,0,0,0
172,1,113,1000,1,1,23,0,0,0|0|0,0|0,0|0,24|5,0|0,0,0,0,0,0,0
173,1,113,1000,1,1,24,0,0,0|0|0,0|0,0|0,26|20,0|0,0,0,0,0,0,0
174,1,113,1000,1,1,25,0,0,0|0|0,0|0,0|0,27|10,0|0,0,0,0,0,0,0
175,1,113,1000,1,1,26,0,0,0|0|0,0|0,0|0,28|10,0|0,0,0,0,0,0,0
181,1,111,1000,10,1,30,0,0,0|0|0,0|0,0|0,14|7,18|5,0,0,0,0,0,0
2001,1,111,850,10,1,30,0,0,0|0|0,0|0,0|0,14|5,0|0,0,0,0,0,0,0
2002,1,111,950,10,1,31,0,0,0|0|0,0|0,0|0,14|6,0|0,0,0,0,0,0,0
2003,1,111,1000,10,2,32,0,0,0|0|0,0|0,0|0,14|6,0|0,0,0,0,0,0,0
2004,1,111,1100,10,1,33,0,0,0|0|0,0|0,0|0,14|7,0|0,0,0,0,0,0,0
2005,1,111,1100,10,1,34,0,0,0|0|0,0|0,0|0,14|7,0|0,0,0,0,0,0,0
2006,1,111,1250,10,2,35,0,0,0|0|0,0|0,0|0,14|8,0|0,0,0,0,0,0,0
2007,1,111,1350,10,3,36,0,0,0|0|0,0|0,0|0,14|9,0|0,0,0,0,0,0,0
2008,1,111,1400,10,10,37,0,0,0|0|0,0|0,0|0,14|9,0|0,0,0,0,0,0,0
2009,1,111,1550,10,5,38,0,0,0|0|0,0|0,0|0,14|10,0|0,0,0,0,0,0,0
2010,1,111,1550,10,7,39,0,0,0|0|0,0|0,0|0,14|10,0|0,0,0,0,0,0,0
2011,1,111,1700,10,5,40,0,0,0|0|0,0|0,0|0,14|11,0|0,0,0,0,0,0,0
2012,1,111,1850,0,0,41,0,0,0|0|0,0|0,0|0,14|12,0|0,0,0,0,0,0,0
2013,1,111,30000,1,2,42,0,0,0|0|0,31|70,0|0,21|15,22|10,0,0,0,0,0,0
2014,1,111,2050,0,0,43,0,0,0|0|0,0|0,0|0,14|13,0|0,0,0,0,0,0,0
2015,1,111,2100,0,0,44,0,0,0|0|0,0|0,0|0,14|13,0|0,0,0,0,0,0,0
2016,1,111,2250,0,0,45,0,0,0|0|0,0|0,0|0,14|14,0|0,0,0,0,0,0,0
2017,1,111,2400,0,0,46,0,0,0|0|0,0|0,0|0,14|15,0|0,0,0,0,0,0,0
2018,1,111,2450,0,0,47,0,0,0|0|0,0|0,0|0,14|15,0|0,0,0,0,0,0,0
2019,1,111,2600,0,0,48,0,0,0|0|0,0|0,0|0,14|16,0|0,0,0,0,0,0,0
2020,1,111,2650,0,0,49,0,0,0|0|0,0|0,0|0,14|16,0|0,0,0,0,0,0,0
2021,1,111,2850,0,0,50,0,0,0|0|0,0|0,0|0,14|17,0|0,0,0,0,0,0,0
2022,1,111,3050,0,0,51,0,0,0|0|0,0|0,0|0,14|18,0|0,0,0,0,0,0,0
2023,1,111,3100,0,0,52,0,0,0|0|0,0|0,0|0,14|18,0|0,0,0,0,0,0,0
2024,1,111,3300,0,0,53,0,0,0|0|0,0|0,0|0,14|19,0|0,0,0,0,0,0,0
2025,1,111,3350,0,0,54,0,0,0|0|0,0|0,0|0,14|19,0|0,0,0,0,0,0,0
2026,1,111,3550,0,0,55,0,0,0|0|0,0|0,0|0,14|20,0|0,0,0,0,0,0,0
2027,1,111,3750,0,0,56,0,0,0|0|0,0|0,0|0,14|21,0|0,0,0,0,0,0,0
2028,1,111,3800,0,0,57,0,0,0|0|0,0|0,0|0,14|21,0|0,0,0,0,0,0,0
2029,1,111,4000,0,0,58,0,0,0|0|0,0|0,0|0,14|22,0|0,0,0,0,0,0,0
2030,1,111,4100,0,0,59,0,0,0|0|0,0|0,0|0,14|22,0|0,0,0,0,0,0,0
2031,1,112,1000,10,2,30,0,0,0|0|0,0|0,0|0,14|5,0|0,0,0,0,0,0,0
2032,1,112,1100,10,2,31,0,0,0|0|0,0|0,0|0,14|6,0|0,0,0,0,0,0,0
2033,1,112,1150,10,2,32,0,0,0|0|0,0|0,0|0,14|6,0|0,0,0,0,0,0,0
2034,1,112,1250,10,2,33,0,0,0|0|0,0|0,0|0,14|7,0|0,0,0,0,0,0,0
2035,1,112,1300,10,2,34,0,0,0|0|0,0|0,0|0,14|7,0|0,0,0,0,0,0,0
2036,1,112,1400,0,0,35,0,0,0|0|0,0|0,0|0,14|8,0|0,0,0,0,0,0,0
2037,1,112,1550,0,0,36,0,0,0|0|0,0|0,0|0,14|9,0|0,0,0,0,0,0,0
2038,1,112,1600,10,3,37,0,0,0|0|0,0|0,0|0,14|9,0|0,0,0,0,0,0,0
2039,1,112,1700,0,0,38,0,0,0|0|0,0|0,0|0,14|10,0|0,0,0,0,0,0,0
2040,1,112,1750,0,0,39,0,0,0|0|0,0|0,0|0,14|10,0|0,0,0,0,0,0,0
2041,1,112,1900,0,0,40,0,0,0|0|0,0|0,0|0,14|11,0|0,0,0,0,0,0,0
2042,1,112,2050,0,0,41,0,0,0|0|0,0|0,0|0,14|12,0|0,0,0,0,0,0,0
2043,1,112,2100,0,0,42,0,0,0|0|0,0|0,0|0,14|12,0|0,0,0,0,0,0,0
2044,1,112,2250,0,0,43,0,0,0|0|0,0|0,0|0,14|13,0|0,0,0,0,0,0,0
2045,1,112,2300,0,0,44,0,0,0|0|0,0|0,0|0,14|13,0|0,0,0,0,0,0,0
2046,1,112,2450,0,0,45,0,0,0|0|0,0|0,0|0,14|14,0|0,0,0,0,0,0,0
2047,1,112,2650,0,0,46,0,0,0|0|0,0|0,0|0,14|15,0|0,0,0,0,0,0,0
2048,1,112,2700,0,0,47,0,0,0|0|0,0|0,0|0,14|15,0|0,0,0,0,0,0,0
2049,1,112,2850,0,0,48,0,0,0|0|0,0|0,0|0,14|16,0|0,0,0,0,0,0,0
2050,1,112,2900,0,0,49,0,0,0|0|0,0|0,0|0,14|16,0|0,0,0,0,0,0,0
2051,1,112,3100,0,0,50,0,0,0|0|0,0|0,0|0,14|17,0|0,0,0,0,0,0,0
2052,1,112,3300,0,0,51,0,0,0|0|0,0|0,0|0,14|18,0|0,0,0,0,0,0,0
2053,1,112,3350,0,0,52,0,0,0|0|0,0|0,0|0,14|18,0|0,0,0,0,0,0,0
2054,1,112,3550,0,0,53,0,0,0|0|0,0|0,0|0,14|19,0|0,0,0,0,0,0,0
2055,1,112,3600,0,0,54,0,0,0|0|0,0|0,0|0,14|19,0|0,0,0,0,0,0,0
2056,1,112,3800,0,0,55,0,0,0|0|0,0|0,0|0,14|20,0|0,0,0,0,0,0,0
2057,1,112,4000,0,0,56,0,0,0|0|0,0|0,0|0,14|21,0|0,0,0,0,0,0,0
2058,1,112,4100,0,0,57,0,0,0|0|0,0|0,0|0,14|21,0|0,0,0,0,0,0,0
2059,1,112,4300,0,0,58,0,0,0|0|0,0|0,0|0,14|22,0|0,0,0,0,0,0,0
2060,1,112,4400,0,0,59,0,0,0|0|0,0|0,0|0,14|22,0|0,0,0,0,0,0,0
2061,1,113,700,0,0,30,0,0,0|0|0,0|0,0|0,14|5,0|0,0,0,0,0,0,0
2062,1,113,800,10,1,31,0,0,0|0|0,0|0,0|0,14|6,0|0,0,0,0,0,0,0
2063,1,113,800,0,0,32,0,0,0|0|0,0|0,0|0,14|6,0|0,0,0,0,0,0,0
2064,1,113,950,10,1,33,0,0,0|0|0,0|0,0|0,14|7,0|0,0,0,0,0,0,0
2065,1,113,950,0,0,34,0,0,0|0|0,0|0,0|0,14|7,0|0,0,0,0,0,0,0
2066,1,113,1050,0,0,35,0,0,0|0|0,0|0,0|0,14|8,0|0,0,0,0,0,0,0
2067,1,113,1200,0,0,36,0,0,0|0|0,0|0,0|0,14|9,0|0,0,0,0,0,0,0
2068,1,113,1200,0,0,37,0,0,0|0|0,0|0,0|0,14|9,0|0,0,0,0,0,0,0
2069,1,113,1350,0,0,38,0,0,0|0|0,0|0,0|0,14|10,0|0,0,0,0,0,0,0
2070,1,113,1350,0,0,39,0,0,0|0|0,0|0,0|0,14|10,0|0,0,0,0,0,0,0
2071,1,113,1500,0,0,40,0,0,0|0|0,0|0,0|0,14|11,0|0,0,0,0,0,0,0
2072,1,113,1650,0,0,41,0,0,0|0|0,0|0,0|0,14|12,0|0,0,0,0,0,0,0
2073,1,113,1700,10,1,42,0,0,0|0|0,0|0,0|0,14|12,0|0,0,0,0,0,0,0
2074,1,113,1800,0,0,43,0,0,0|0|0,0|0,0|0,14|13,0|0,0,0,0,0,0,0
2075,1,113,1850,0,0,44,0,0,0|0|0,0|0,0|0,14|13,0|0,0,0,0,0,0,0
2076,1,113,2000,0,0,45,0,0,0|0|0,0|0,0|0,14|14,0|0,0,0,0,0,0,0
2077,1,113,2150,0,0,46,0,0,0|0|0,0|0,0|0,14|15,0|0,0,0,0,0,0,0
2078,1,113,2200,0,0,47,0,0,0|0|0,0|0,0|0,14|15,0|0,0,0,0,0,0,0
2079,1,113,2400,0,0,48,0,0,0|0|0,0|0,0|0,14|16,0|0,0,0,0,0,0,0
2080,1,113,2450,0,0,49,0,0,0|0|0,0|0,0|0,14|16,0|0,0,0,0,0,0,0
2081,1,113,2600,0,0,50,0,0,0|0|0,0|0,0|0,14|17,0|0,0,0,0,0,0,0
2082,1,113,2800,0,0,51,0,0,0|0|0,0|0,0|0,14|18,0|0,0,0,0,0,0,0
2083,1,113,2850,0,0,52,0,0,0|0|0,0|0,0|0,14|18,0|0,0,0,0,0,0,0
2084,1,113,3000,0,0,53,0,0,0|0|0,0|0,0|0,14|19,0|0,0,0,0,0,0,0
2085,1,113,3050,0,0,54,0,0,0|0|0,0|0,0|0,14|19,0|0,0,0,0,0,0,0
2086,1,113,3250,0,0,55,0,0,0|0|0,0|0,0|0,14|20,0|0,0,0,0,0,0,0
2087,1,113,3450,0,0,56,0,0,0|0|0,0|0,0|0,14|21,0|0,0,0,0,0,0,0
2088,1,113,3500,0,0,57,0,0,0|0|0,0|0,0|0,14|21,0|0,0,0,0,0,0,0
2089,1,113,3750,0,0,58,0,0,0|0|0,0|0,0|0,14|22,0|0,0,0,0,0,0,0
2090,1,113,3800,0,0,59,0,0,0|0|0,0|0,0|0,14|22,0|0,0,0,0,0,0,0
2091,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
2092,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
2093,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
2094,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
2095,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
2096,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
2097,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
2098,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
2099,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
2100,1,113,350,0,0,30,0,0,0|0|0,0|0,0|0,0|0,0|0,0,0,0,0,0,0
